rating,text,type,probs,preds
2,just left the absolute worst service experience ive had at this restaurant in 35 years ive had three bad experiences 3 of the last 4 this is a pattern from the initial contact with hostess and her suggestion that we contact the rest of the part and ask them to hold off on arriving because they were running behind on our reservation to the apathetic bartenders the welcome experience was anything but welcoming quite the way to start  the real disaster began to unfold once we finally  were seated the wait staff was completely disorganized split our table in half and would only deal with direct quote their half of the party the meal took two and half hours to complete with huge gaps between courses as things progressed i quietly and politely brought the issues to the attention of the captain of the dining room only to be confronted table side mid meal by the manager regarding the issues this was highly unprofessional and made a bad situation worse no resolution was offered but rather solicited at which point i asked that they rally their team and finish strong apparently that was read as bring wrong meals plates so overloaded with onion straws that you couldnt even see the steak one person missing a meal entirely and myself finishing my meal with a half full  glass of water as opposed to the glass of wine i ordered twice  thankfully the kitchen had it together as the steak was excellent as always  i write this review because this is the third time in four visits ive had really bad experiences this place is and should be the best in dayton its trending away from that my hope was brining it to the attention the management on duty would make an impact and lead to better results my impression of the manager is that he is over his head lacking in experience and training and completely clueless as to what service let alone exceptional service entails  no offer of any kind was made to try and improve the situation  no follow up from the leadership was ever made i walked right past the manager as we left and he couldnt even make eye contact let alone offer an apology or ask if things had improved this is certainly one hell of way to run a railroad  perhaps the owners will read this take this to heart as a wake up call from a life long paragon disciple and fix this it will be a heartbreaking to read that the paragon is closing and dayton is loosing one of its icons again if this is the future of service this will be the future headline please wake up and fix this,Fine dining restaurant,"[0.9994775652885437, 0.0005224057822488248]",negative
4,great food,Restaurant,"[0.008010750636458397, 0.9919891953468323]",positive
4,fish sandwich was delicious,Takeout Restaurant,"[0.03915080055594444, 0.9608491659164429]",positive
4,good prices and great service,Soup restaurant,"[0.003858399111777544, 0.9961416125297546]",positive
4,aah great indian cuisine a must visit,Indian restaurant,"[0.0032729620579630136, 0.9967269897460938]",positive
4,stopped in at lunchtime food was great service was ok,Soup restaurant,"[0.0636138841509819, 0.9363860487937927]",positive
2,the bathroom had layers of filth food typical of a greasy spoon nothing special the entire place needs a scrubbing,Family restaurant,"[0.9996351003646851, 0.00036493607331067324]",negative
2,bad food,Restaurant,"[0.9991942048072815, 0.0008057687664404511]",negative
2,poor service,Takeout Restaurant,"[0.998609185218811, 0.001390828168950975]",negative
2,didnt enjoy the flavor of the good  just enjoyed the hotter salsa  need them to add more flavor to the food,Restaurant,"[0.9585543274879456, 0.041445713490247726]",negative
4,nice people there,Fast food restaurant,"[0.2815483808517456, 0.7184516191482544]",mixed
2,ok place not worth the wait in line,Soup restaurant,"[0.8957093954086304, 0.10429062694311142]",negative
3,they are not paying out lol,Buffet restaurant,"[0.9542348384857178, 0.04576510936021805]",negative
4,a classic drivein style resaurant food isnt bad cash only,Fast food restaurant,"[0.13232511281967163, 0.8676748871803284]",positive
4,a tad slow for only getting a delicious salad,Restaurant,"[0.5765274167060852, 0.4234726130962372]",mixed
4,food is always good  beer selection is excellent  service is always solid  i try to stay away from here when there is a game as it is impossible to get in then,Vegetarian restaurant,"[0.05291186645627022, 0.9470881819725037]",positive
3,our server was really nice the food was not very good though,Restaurant,"[0.8287348747253418, 0.171265110373497]",negative
3,the place looks aesthetically pleasing some customers were cutting in line the meal itself consistent mostly of small chicken legs and thighs it made the meal feel kind of expensive,Mexican restaurant,"[0.8202652335166931, 0.17973482608795166]",negative
4,busy place for fish fries and has great food,Chophouse restaurant,"[0.0026947190053761005, 0.9973052740097046]",positive
4,the the sandwiches made on croissants are very delicious this is a nice place with indoor and outdoor seating and right across from the lake i reccomend this place for a nice afternoon date,Restaurant,"[0.010655873455107212, 0.9893441200256348]",positive
3,i gave it a 3 star rating because ive gone here for years and i usually like the place  if i was basing my rating solely on my last experience i wouldve given it 1 star  we ordered takeout from  md and we both went with fried chicken it was really bad  dry overcooked chicken and the tator tots i got with it were equally terrible i feel like they just  reheated food made several hours earlier very disappointed we didnt even barely eat any of it  it was that bad,Restaurant,"[0.2783014178276062, 0.7216985821723938]",mixed
4,cool place fun and games,Restaurant,"[0.025804970413446426, 0.9741950035095215]",positive
4,problem understanding the person working lead to a wrong order  oh well good food none the less,Seafood restaurant,"[0.302255779504776, 0.6977442502975464]",mixed
4,currently closed biz,Chinese restaurant,"[0.8727750778198242, 0.12722492218017578]",negative
4,food and service are fine,Restaurant,"[0.013813957571983337, 0.9861860275268555]",positive
4,food was good,Takeout Restaurant,"[0.12266883999109268, 0.8773311376571655]",positive
4,nice place for happy hour the barbecue wings veggie pizza and beer selection were good very friendly service too,Restaurant,"[0.007028474938124418, 0.9929715991020203]",positive
3,nothing to be impressed with,American restaurant,"[0.9996680021286011, 0.00033198620076291263]",negative
4,fun for the whole family,American restaurant,"[0.0031432306859642267, 0.9968568086624146]",positive
4,first time here i really enjoyed it i tried the french dip would definitely love to go back and try more of the menu,Restaurant,"[0.0019098269985988736, 0.9980902075767517]",positive
3,usually my omelets are perfect but i visit closer to afternoon early morning before breakfast rush it seemed like thecooks were careless the sausage and bacon was put on the omelet with all the grease that shouldve been drained so i ended up with a soggy greasy nasty mess this particular visit was extremely disappointing but during the busier times of the day when i have visited the food was great service is consistently ok all the time,Breakfast restaurant,"[0.994342565536499, 0.005657380912452936]",negative
3,good was good but the service was less to be desired we decided to go inside and eat the dining room was clean and fully stocked regarding the condiments and utensils the staff kept to themselves ear buds hanging out of ears moving slow i know its not the most exciting job but come on a smile wouldnt hurt ya ,Restaurant,"[0.37861329317092896, 0.6213867664337158]",mixed
4,quite generous in their portion sizes,Fast food restaurant,"[0.044157207012176514, 0.9558427929878235]",positive
2,pizza was subpar and sizes have definitely shrunk not worth the ,Chicken wings restaurant,"[0.9994514584541321, 0.0005485184374265373]",negative
4,good food,Restaurant,"[0.030685730278491974, 0.9693143367767334]",positive
2,didnt know they stop selling oatmeal sounds weird to my oatmeal from a donut shop but thats what happens when you have alternative things done donuts,Takeout Restaurant,"[0.26547375321388245, 0.7345262169837952]",mixed
2,went during lunchtime wasnt impressed with their food selection i understand it was a weekday but compared to other buffets there are too much starch and fillers vs real entrees if the menus start becoming more appealing i wouldnt mind paying extra,Family restaurant,"[0.9960246086120605, 0.003975385800004005]",negative
3,interesting combinations of breakfast and other dishes  due to being very popular  they are not very flexible prices are moderate,Restaurant,"[0.375901997089386, 0.6240979433059692]",mixed
2,its okay nothing to write home about,Restaurant,"[0.9840286374092102, 0.01597140170633793]",negative
2,microwaveran out of wings sauce on a mondayjust poor qualitynice waitress,American restaurant,"[0.9973791837692261, 0.0026208339259028435]",negative
